,ctrnum,ctryear,country,year,wave,ctrwave,CulZon,EVI,EVI_short,EVI_culmap,SVI,SVI_short,SVI_culmap,EV_choice,EV_voice,EV_equality,EV_autonomy,SV_disbelief,SV_defiance,SV_skepticism,SV_relativism,SMA,InfCon,PerSti,CogMob,IndEmp1,IndEmp2,CWI,LibUnd,NolUnd,EnlUnd,PerDem,DemDes,EnlDes,MobPot,PerFai,StaTru,IngTru,OutTru,UnsTru,GenTru,AssAct1,AssAct2,AssAct3,AssAct,FinSat,PerHea,PerCho,Happy,LifSat,WilFig,cname,ccode,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,ccodeyear,latest
27,16.0,162011.0,Belarus,2011.0,2010-2014,166.0,Orthodox East,0.3978878295528516,0.43536117643913635,-0.011811243329087527,0.43887524431639746,0.39543479298226564,-0.020305880014702616,0.3188201748032273,0.33013424242424344,0.5520322447643952,0.3902280130293154,0.4908435683202758,0.29996384062704207,0.4399279721496982,0.5240043459365492,,0.6071428571428573,0.47161808946096645,0.44952458915469234,,,0.3844506365702799,0.7317502198768724,0.4490250832843433,0.6418193459416868,0.401461988304093,0.7200058135309985,0.4692563550382764,0.47182236506507874,0.5185668697418059,0.35165609584214236,0.734050743657035,0.38907529722589557,0.4361660389202769,0.46227817745803396,0.024104234527687302,0.07687296416938111,0.10228013029315958,0.06514657980455976,0.4212781408859832,0.4238221047996471,0.5782992901636996,0.5876407075580017,0.5333478481747602,0.7805294619982921,Belarus,112.0,BLR,Belarus 2011,BLR11,370.0,112.0,1122011.0,1.0
28,17.0,171981.0,Belgium,1981.0,1981-1984,171.0,Old West,0.38996274881047677,0.40720916063451884,,0.44777427003205245,0.41794022415370685,,0.28108944462030877,0.38405350427350743,,0.3342066957787476,0.3709647668393761,0.47046666666666614,0.49760757995079685,0.4412514839112775,0.23549074248120294,,,,,,0.5970664176825635,,,,,,,,,0.2917082917082917,,,,,,,,,0.688868139848535,0.748894783377542,0.5856687548082213,0.75033976124885,0.7086868686868726,0.3416666666666667,Belgium,56.0,BEL,Belgium 1981,BEL81,211.0,56.0,561981.0,
29,17.0,171990.0,Belgium,1990.0,1989-1993,172.0,Old West,0.47014941402881505,0.44523572449161897,,0.5141741022297124,0.4918920092110789,,0.3657811235893467,0.5220977204783204,,0.39128869690424783,0.49676212652652696,0.5005300916699814,0.5574221305965651,0.4979392951967194,0.34861126812941473,,,,,,0.5970664176825635,,,,,,,,,0.33501552795031053,,,,,,,,,0.6896323833126939,0.7522490104354084,0.6167714884696108,0.7678452425027932,0.7329775190037384,0.39308462238398545,Belgium,56.0,BEL,Belgium 1990,BEL90,211.0,56.0,561990.0,
30,17.0,171999.0,Belgium,1999.0,1999-2004,174.0,Old West,0.4864562157683749,0.48599588557185214,,0.5014708719339392,0.4893089336004875,,0.456560992364917,0.46481504123144685,,0.41793392763502857,0.516236610644253,0.48112716763005137,0.5648770853122197,0.441365037659836,0.49164815789473354,,,,,0.5286444554265004,0.5970664176825635,,,,,,,,,0.29221491228070173,,,,,,,,,,,0.6182909604519822,0.7665733896515395,0.7139342821999769,,Belgium,56.0,BEL,Belgium 1999,BEL99,211.0,56.0,561999.0,
31,22.0,221998.0,Bosnia,1998.0,1994-1999,223.0,Orthodox East,0.3653568619848884,0.43842050482176764,-0.19302230289543965,0.3607523402777778,0.3965984124999993,0.20573811209619233,0.3097826535396143,0.18441140703517653,0.5677911868686868,0.39958333333333335,0.3581428416666656,0.4350539833333322,0.29721644103874,0.34905166666666687,0.2872313863928123,,,,,0.37506034516363673,0.38175513205969774,,,,,,,,,0.2612137203166227,,,,,0.08374999999999998,0.29,0.16500000000000004,0.14803571428571372,0.4519444444444451,0.6827284105131415,0.5625436757512238,0.6394836272040362,0.5515277777777782,0.8062755798090041,Bosnia and Herzegovina,70.0,BIH,Bosnia and Herzegovina 1998,BIH98,346.0,70.0,701998.0,
32,22.0,222001.0,Bosnia,2001.0,1999-2004,224.0,Orthodox East,0.41102548472222217,0.459575859722223,-0.05479482374880697,0.3564480582209244,0.4150496388888888,0.28509417431516626,0.30414397103870733,0.29867583120204644,0.6160196965865983,0.42499999999999977,0.3449789570296196,0.4850847058823508,0.40609429299363203,0.18984313725490187,0.28304658944658956,,,,,0.39784605642490545,0.38175513205969774,,,,,,,,,0.17088607594936708,,,,,,,,,0.4398553747740236,0.7305764411027569,0.6041754238475563,0.687044025157237,0.5453912559175731,0.7548291233283804,Bosnia and Herzegovina,70.0,BIH,Bosnia and Herzegovina 2001,BIH01,346.0,70.0,702001.0,1.0
33,24.0,241991.0,Brazil,1991.0,1989-1993,242.0,Latin America,0.37446329686909036,0.39295328056338447,,0.3385760064638147,0.27062869965082786,,0.24933915492957923,0.3782499373219385,,0.3243546576879909,0.27222139356528047,0.26768382352940817,0.5135262081227729,0.3005289364900408,0.3696998122065722,,,,,0.39014279091550197,0.16472663379261612,,,,,,,,,0.06455266138165346,,,,,,,,,0.5006580184245165,0.7282181000562113,0.6947295071582444,0.64406865503658,0.7075957313245497,0.35276967930029157,Brazil,76.0,BRA,Brazil 1991,BRA91,140.0,76.0,761991.0,
34,24.0,241997.0,Brazil,1997.0,1994-1999,243.0,Latin America,0.3621601728216545,0.3987568834017299,-0.05472058363952742,0.3628767286641481,0.2253154259742766,-1.0160470750345167,0.2630041116291114,0.422141045296168,0.534442312390928,0.22889469103568336,0.2190534687167588,0.23127412380122075,0.49649418997668726,0.5046071428571421,0.36161457789382184,,,,,0.38774760240562534,0.16472663379261612,,,,,,,,,0.028045574057843997,,,,,0.15941398317377423,0.4617058311575283,0.1270670147954744,0.18873554643789683,0.497909983474289,0.7317232375979112,0.7132710644094208,0.6716898954703829,0.683551673944689,0.718132854578097,Brazil,76.0,BRA,Brazil 1997,BRA97,140.0,76.0,761997.0,
35,24.0,242006.0,Brazil,2006.0,2005-2007,245.0,Latin America,0.4420654425717959,0.5075664066982726,0.6313881130333623,0.4029285481258962,0.2997514955555559,-0.6790711904327972,0.34416327806537345,0.4240724033149186,0.6721217067200677,0.3295555555555553,0.2315692919171664,0.3674754213920373,0.49911425802138804,0.513800358905339,0.36403356713426993,0.22785665990534146,0.44357681253728093,0.40144602887384706,0.39828432052154217,0.3710069473160668,0.16472663379261612,0.7802020202020227,0.49979223801213496,0.6411789652247645,0.5762309518339864,0.8042182485098642,0.5225268558601883,0.4587774704790345,0.44511603611670814,0.09201623815967523,0.5978734858680989,0.3186889343331098,0.2692249470178628,0.34883214908513593,0.11504424778761073,0.6406145624582499,0.1094138945462774,0.18686572989851694,0.5410918261385576,0.7468312208138759,0.7475764354959041,0.7421524064171108,0.7382385730211892,0.6110716820440029,Brazil,76.0,BRA,Brazil 2006,BRA06,140.0,76.0,762006.0,
36,24.0,242014.0,Brazil,2014.0,2010-2014,246.0,Latin America,0.47021391915487243,0.539218459878789,1.1924293230730565,0.3162144992148955,0.23647707605054663,-1.3690003306208718,0.37332697114292257,0.43462906424581144,0.7079491050847389,0.3665320771646482,0.24694168019846502,0.22495338945005794,0.5306059936979536,0.2632461016949147,0.30522664866081595,0.5934449093444907,0.3579207078441377,0.4526500267042654,0.4373017527695765,0.42578520083788723,0.16472663379261612,0.8027216610549963,0.49933279957299154,0.6481329191033125,0.5058500196309382,0.783061383061387,0.5197342277720531,0.5039940846036518,0.42293661650706876,0.06576271186440678,0.6173751135331469,0.3359649122807051,0.2446205681905204,0.35166776568853775,0.07967535436671226,0.6189189189189189,0.07355296270876235,0.15291959948448478,0.5789749345304918,0.6354657687990986,0.7411951829129789,0.7535353535353497,0.7612197497565065,0.4899856938483548,,,,,,,,,1.0
37,26.0,261990.0,Bulgaria,1990.0,1989-1993,262.0,Orthodox East,0.45524476109040707,0.42176445200526014,,0.4664093323920199,0.5236687746612699,,0.31350657462195863,0.3896966191446034,,0.532882011605417,0.6848230988384825,0.3669573170731701,0.47863858162933914,0.33214211382113795,0.2529798676419367,,,,,,0.4211268664788285,,,,,,,,,0.3039918116683726,,,,,,,,,0.36401084010840085,0.6285644051130777,0.4638520031778461,0.43896157840083194,0.44828722002635024,0.9134948096885813,Bulgaria,100.0,BGR,Bulgaria 1990,BGR90,355.0,100.0,1001990.0,
38,26.0,261997.0,Bulgaria,1997.0,1994-1999,263.0,Orthodox East,0.4094768970975783,0.4821464297559243,-0.012854902761877951,0.4539535211465014,0.4938096246965449,0.7956734288088632,0.44452593353106745,0.24880668560606078,0.5307517637215519,0.4185323383084576,0.5691320321637409,0.4204188077166334,0.46635302761341046,0.3598528757546871,0.18297988145048774,,,,,0.3539543601596766,0.4211268664788285,,,,,,,,,0.28603603603603606,,,,,0.01461442786069652,0.02005597014925373,0.04773009950248758,0.029584221748400898,0.29371069182390025,0.6407563025210085,0.472250480388833,0.520856592877771,0.4067066120046259,0.7440100882723834,Bulgaria,100.0,BGR,Bulgaria 1997,BGR97,355.0,100.0,1001997.0,
39,26.0,261999.0,Bulgaria,1999.0,1999-2004,264.0,Orthodox East,0.4284367388316496,0.4445400095026676,,0.44599852145796537,0.46903999445447375,,0.36423164699926047,0.28795776560788866,,0.4881072026800678,0.5373527272727259,0.407982517482516,0.5438507504362985,0.28278012684989495,0.21984778516057585,,,,,0.44064943677807583,0.4211268664788285,,,,,,,,,0.26844919786096255,,,,,,,,,,,0.5881937080240379,0.47627811860941,0.50011314777099,,Bulgaria,100.0,BGR,Bulgaria 1999,BGR99,355.0,100.0,1001999.0,
40,26.0,262006.0,Bulgaria,2006.0,2005-2007,265.0,Orthodox East,0.4593587800361703,0.5534432951601453,0.5662063320532953,0.4683839402768339,0.48279206263093166,0.6055577521795544,0.488774792820393,0.25839229968782546,0.631079126246988,0.4618714618714617,0.5000816756817652,0.4697142916666644,0.48599525720164344,0.4152466870540265,0.172555961468557,0.18349106203995794,0.48581278175550263,0.42938707033789725,0.4302910510507315,0.39303867677912924,0.4211268664788285,0.814641339231506,0.43771043771043877,0.6835896631094363,0.3695576454197148,0.7787105048385252,0.5554203409758965,0.5115531158539531,0.4001377410468325,0.21970554926387317,0.7404791238877418,0.40769447803305264,0.3086347724620771,0.4251677345418559,0.014499999999999997,0.0305,0.036500000000000005,0.026214285714285725,0.3323191345503721,0.6345190380761523,0.5335589396503105,0.5267625899280606,0.46894229652850455,0.5946372239747634,Bulgaria,100.0,BGR,Bulgaria 2006,BGR06,355.0,100.0,1002006.0,1.0
41,27.0,272007.0,Burkina F.,2007.0,2005-2007,275.0,Subsaharan Africa,0.29838887558393234,0.32059032719214964,-0.5947530786377078,0.2996733470323047,0.15583624478487546,-1.3050250500866087,0.17658716759195858,0.2863012250332912,0.45796836619080306,0.2661886136462398,0.12443114090545701,0.18498652041039113,0.47230109946424137,0.438854136776662,0.328458722135824,0.07561436672967864,0.46329966329966343,0.29292314719686613,0.3231890978917627,0.28057149436823364,0.06704788161678957,0.8215916791891364,0.4588716623600348,0.6826166920344988,0.5197782816830446,0.7776967339330617,0.5456818951662308,0.48445209018207785,0.41151662611516704,0.1469161469161469,0.683978127136017,0.44080378250591223,0.2763247863247867,0.4270201157605096,0.06671701913393754,0.3653974615898464,0.0930652229956175,0.1199524940617575,0.41430097680097666,0.738973008558262,0.5227164036346272,0.6643795141168725,0.5078200281669276,0.8532526475037822,Burkina Faso,854.0,BFA,Burkina Faso 2007,BFA07,439.0,854.0,8542007.0,1.0
42,32.0,321982.0,Canada,1982.0,1981-1984,321.0,New West,0.4286992978336341,0.42744239171018633,,0.3417808790351349,0.32921734265175756,,0.32615232006723244,0.43971746407438944,,0.37799043062200927,0.3634615384615363,0.29069679539851845,0.3873396486993808,0.3245008038585208,0.4143041833734318,,,,,,0.517445630323463,,,,,,,,,0.4847986852917009,,,,,,,,,0.6969859104690604,0.8009185303514377,0.6939524065127975,0.768004807692302,0.7574059247397982,0.6385650224215247,Canada,124.0,CAN,Canada 1982,CAN82,20.0,124.0,1241982.0,
43,32.0,321990.0,Canada,1990.0,1989-1993,322.0,New West,0.5155810148024088,0.4739666601243316,,0.3820554756160338,0.38198990665638893,,0.42976984437489324,0.5545243893805326,,0.4624277456647368,0.4225487725724532,0.339806183115335,0.42391456883217227,0.3409482558139534,0.5064546826323953,,,,,,0.517445630323463,,,,,,,,,0.5307830245068739,,,,,,,,,0.6812780050652706,0.788160185722577,0.7282657876026223,0.6779929161747361,0.7653034979424005,0.6799163179916318,Canada,124.0,CAN,Canada 1990,CAN90,20.0,124.0,1241990.0,
44,32.0,322000.0,Canada,2000.0,1999-2004,324.0,New West,0.5923535891658988,0.6172925658330952,1.554829112841561,0.3439261374425803,0.3533662874733864,-0.6833471802382594,0.4802883082977796,0.5968406777893623,0.7591425372875492,0.5351286034869635,0.38969565415440904,0.31697403626943094,0.38879527542373243,0.28200709219858106,0.47558385470976333,,,,,0.5466392084688882,0.517445630323463,,,,,,,,,0.36963350785340315,,,,,,,,,0.6539171570324288,0.7952306894764126,0.744975744975758,0.798740932642497,0.7610160705028666,0.6590257879656161,Canada,124.0,CAN,Canada 2000,CAN00,20.0,124.0,1242000.0,
45,32.0,322006.0,Canada,2006.0,2005-2007,325.0,New West,0.5898989949749005,0.6262802647594427,1.636828123499197,0.3538659064987888,0.370674825329917,-0.6174613603547572,0.49480954162436,0.5754236797752761,0.7666936467103225,0.5263811297330846,0.42929369453525884,0.3120464580414165,0.363972685185188,0.3098279469164715,0.490484009433958,0.5235072872590503,0.5647981913691092,0.6124375211347334,0.6129793278626768,0.5604860868292606,0.517445630323463,0.8469391671464285,0.4247455396880677,0.7121867072551988,0.6746688294133666,0.8855744949495026,0.6405146643241876,0.5469890887062927,0.603392866550768,0.42037302725968434,0.7934510739856876,0.5473643799031874,0.5132339437152332,0.5803365667254547,0.21082822567971088,0.40495095749649695,0.16768819739116755,0.21922003675219562,0.6658343736995508,0.7908306112925805,0.7361963190184188,0.8004390471742308,0.7494940059162577,0.593389296956978,Canada,124.0,CAN,Canada 2006,CAN06,20.0,124.0,1242006.0,1.0
46,36.0,361990.0,Chile,1990.0,1989-1993,362.0,Latin America,0.3846681223264601,0.35054074778125116,,0.3541359794444444,0.32415261222222175,,0.15487917100500811,0.4737838888888892,,0.3679999999999996,0.3385999918518495,0.3091469798657688,0.48279777777777544,0.28460762032085496,0.25826937906299097,,,,,,0.22195556884476006,,,,,,,,,0.2270233196159122,,,,,,,,,0.5453934095494297,0.6541806020066889,0.6752538829151773,0.6744481830417227,0.7282382650029757,0.828696925329429,Chile,152.0,CHL,Chile 1990,CHL90,155.0,152.0,1521990.0,
47,36.0,361996.0,Chile,1996.0,1994-1999,363.0,Latin America,0.428534630678827,0.4260418930948145,-0.17266794471498106,0.4080516506481482,0.38968163666666616,0.06599280798711975,0.2564875549593855,0.4899516867469896,0.5955698895582318,0.37266666666666726,0.3619389266666656,0.4174243466666654,0.5125153501683475,0.34041666666666665,0.19305447483958071,,,,,0.3669039768811105,0.22195556884476006,,,,,,,,,0.21392016376663256,,,,,0.1535000000000001,0.4375,0.11133333333333321,0.1760000000000002,0.5452118785452121,0.6741741741741741,0.6844221105527665,0.686616465863454,0.6574166945280308,0.7398720682302772,Chile,152.0,CHL,Chile 1996,CHL96,155.0,152.0,1521996.0,
48,36.0,362000.0,Chile,2000.0,1999-2004,364.0,Latin America,0.45567509096321135,0.459378624926514,0.2349134996217228,0.3921063239658692,0.3434156939814808,-0.36723875546571455,0.3172889702889704,0.45943028619528725,0.6027469315300071,0.44222222222222246,0.3608676868096148,0.32551044593087997,0.5029629059829088,0.38241751126126045,0.19797214512864983,,,,,0.36935456093034297,0.22195556884476006,,,,,,,,,0.23011120615911035,,,,,,,,,0.5160390516039061,0.7093411175979983,0.6862469552182889,0.7161777032690684,0.6799850982583607,0.6016559337626495,Chile,152.0,CHL,Chile 2000,CHL00,155.0,152.0,1522000.0,
49,36.0,362005.0,Chile,2005.0,2005-2007,365.0,Latin America,0.4601108453757687,0.4975129714030988,0.4094830649845185,0.42980959155243453,0.38212974238888864,-0.10827083562481671,0.4113138401559458,0.4557537854251028,0.5884967649051478,0.38666666666666655,0.43222915184066113,0.3318569709127375,0.5261871169354823,0.4292088477366249,0.18929164164164167,0.3008048289738431,0.3943585970076044,0.38990601519209916,0.36359479127470784,0.36487816851770083,0.22195556884476006,0.801493360485345,0.4456292785676669,0.6748895266730451,0.6640129225799022,0.8027749111340473,0.5557605481501976,0.4767496027343038,0.443074112138861,0.12398373983739837,0.6382937736498078,0.32629933567800107,0.28351291854941507,0.3634696533771752,0.13850000000000007,0.328,0.09366666666666665,0.14635714285714255,0.5330647868412228,0.70375,0.7004781420765053,0.707575150300602,0.6937724014336943,0.5808580858085809,Chile,152.0,CHL,Chile 2005,CHL05,155.0,152.0,1522005.0,
50,36.0,362011.0,Chile,2011.0,2010-2014,366.0,Latin America,0.5105121417988355,0.5737444072469263,1.265090576243315,0.4131967829176879,0.3729259082777779,-0.5532381500038365,0.47714000387822547,0.47257776435045357,0.681982046843175,0.4186666666666686,0.5035323906738048,0.23965443316412935,0.510366422845693,0.3969108172261771,0.2304359128978221,0.6403935185185186,0.46840958605664523,0.525284776447531,0.4783470812283649,0.4348819760708972,0.22195556884476006,0.7911869960764035,0.4264599085821677,0.681179325184269,0.5790489161275688,0.8366677969933332,0.5871149962937394,0.5486958047768846,0.49650269464510965,0.12770339855818744,0.7173520249221126,0.42232456140350993,0.3140070921985818,0.4400800356757267,0.09183333333333328,0.3085,0.06583333333333334,0.11164285714285689,0.5553326646606498,0.6279612946279611,0.6869399641577094,0.6947509194249398,0.6965811965811997,0.46985210466439137,Chile,152.0,CHL,Chile 2011,CHL11,155.0,152.0,1522011.0,1.0
51,37.0,371990.0,China,1990.0,1989-1993,372.0,Sinic East,0.4156355082528681,0.4119198740970068,,0.49422748207885336,0.736966678014042,,0.29158101135191133,0.15557447580645206,,0.6739999999999982,0.9421489001235798,0.5472560335781719,0.3151624448965749,0.17825399999999997,,,,,,,0.2215723997456973,,,,,,,,,0.6030456852791878,,,,,,,,,0.5687193217313702,0.7048192771084337,0.6717019133937585,0.6448509763617698,0.6991298527443138,0.9738766980146291,China,156.0,CHN,China 1990,CHN90,710.0,156.0,1561990.0,
52,37.0,371995.0,China,1995.0,1994-1999,373.0,Sinic East,0.3551205276603184,0.4041560227523846,,,0.46163968712627856,,0.28975664652953315,0.1302172532781228,0.5184745071068333,0.4766666666666675,,0.5200872244533676,,0.1811723751958811,,,,,,,0.2215723997456973,,,,,,,,,0.5231833910034602,,,,,0.056333333333333326,,0.09311111111111114,,0.5682901400059592,0.742,0.6449341903887386,0.6795439302481521,0.6481605351170592,0.9344033496161898,China,156.0,CHN,China 1995,CHN95,710.0,156.0,1561995.0,
53,37.0,372001.0,China,2001.0,1999-2004,374.0,Sinic East,0.39254062833699516,0.3615501137040787,-1.0033726997942911,0.4792035944919286,0.6848520983411897,1.9567806825963754,0.16753635537377864,0.1766845982142862,0.5541699371727736,0.6486666666666658,0.8726075747320898,0.5159743544857751,0.33933216049382925,0.18730131445904966,,,,,,,0.2215723997456973,,,,,,,,,0.5451713395638629,,,,,,,,,0.5162806310842567,0.6963927855711423,0.6831847890671428,0.6177510040160672,0.6144186568000908,0.9666666666666667,China,156.0,CHN,China 2001,CHN01,710.0,156.0,1562001.0,
54,37.0,372007.0,China,2007.0,2005-2007,375.0,Sinic East,0.3697867657888896,0.3300131299813569,-1.2912459102570533,0.4669248488730578,0.5954278270523474,1.7306990369870847,0.13231427443155797,0.211238160493828,0.5138218716077126,0.583126550868486,0.7475629248050324,0.5188836285221377,0.30819720350877083,0.33485085797736386,0.1737297201017844,0.09738955823293173,0.40056458897922237,0.2942797205418111,0.29152078429703165,0.31305999279007046,0.2215723997456973,0.8711279461279504,0.5586781160551657,0.6499226499226483,0.6375352703424106,0.8387757986994713,0.5497717824987979,0.4718960510420464,0.7111751520973492,0.5226908702616124,0.7607330567081572,0.29185840707964894,0.6244955609362453,0.4808937667271001,0.0761234071093225,0.06105527638190955,0.07321578505457589,0.07153696076306082,0.5485224887981414,0.6944582504970179,0.6927609427609498,0.6419990004997544,0.6402926663263642,0.8692922374429224,China,156.0,CHN,China 2007,CHN07,710.0,156.0,1562007.0,
55,37.0,372012.0,China,2012.0,2010-2014,376.0,Sinic East,0.38868413824850406,0.3772896607107379,-0.6807665844199282,0.5210258639621497,0.6119139772497907,1.3271962118340754,0.21224937616661818,0.18417998093422383,0.532894689159637,0.5957971014492777,0.866900971911521,0.36926457415221337,0.3088367711850824,0.5206621243885408,0.13444596860234817,0.4146691334191339,0.4755718954248371,0.436150650792616,0.41287433915567356,0.35727227394892175,0.2215723997456973,0.7993759177679939,0.48840199135620177,0.6449715099715088,0.6049319437325622,0.8262812230835619,0.5367972997002485,0.5041324259247594,0.6560846560846659,0.6443533697632058,0.7596485205165926,0.30787301587301874,0.6514145340675978,0.5006728254450347,0.025188734030197408,0.030948200175592626,0.035236849752978784,0.030113278791692864,0.579559514971548,0.6142961342086092,0.6818880688807013,0.6687206572770029,0.6509275705545796,0.7878787878787878,China,156.0,CHN,China 2012,CHN12,710.0,156.0,1562012.0,1.0
56,38.0,381997.0,Colombia,1997.0,1994-1999,383.0,Latin America,0.36411199301762287,0.369089178607469,,0.32624648953848545,0.3428184602069407,,0.19618970736629845,0.414877700970872,,0.3117640585451766,0.25898856475299487,,0.5072268692941396,0.21473772134981978,0.2101459728867636,,,,,0.3119776250562623,0.17222236695950177,,,,,,,,,0.10383973288814691,,,,,,0.5323645970937912,0.06847203874944954,,,,,,0.7990103762785775,,Colombia,170.0,COL,Colombia 1997,COL97,100.0,170.0,1701997.0,
57,38.0,381998.0,Colombia,1998.0,1994-1999,383.0,Latin America,0.3816897335041384,0.3887977612639082,0.028870221690245834,0.3108173240277004,0.2090557569351716,-1.249352273635079,0.23489962121212193,0.40279650331126104,0.5426381838464913,0.37694704049844296,0.25306800808484864,0.16498419922092553,0.47509103506405675,0.35253722871452564,0.2800832829808654,,,,,0.4262838227007217,0.17222236695950177,,,,,,,,,0.11219022103148024,,,,,0.04355807743658204,0.18958611481975968,0.06247218513573663,0.07252527179095905,0.7778520250956029,0.7474114896459586,0.7653167185877567,0.7649399198931931,0.8245594509367524,,Colombia,170.0,COL,Colombia 1998,COL98,100.0,170.0,1701998.0,
58,38.0,382005.0,Colombia,2005.0,2005-2007,385.0,Latin America,0.4094099751974407,0.44468285659406065,0.6013625788759155,0.2912301338199514,0.2117701338842987,-1.492418386562993,0.2711142639824332,0.44466597724922147,0.6183465475008247,0.3067768595041327,0.2929188019966747,0.1267845691382709,0.5187707280465932,0.2282446524064201,0.21352381503527482,0.17603305785123968,,,,0.39439685690689613,0.17222236695950177,,,,0.5851197487239936,0.7626685262668622,,,0.4570345089116412,0.14467089876378217,0.6363748255297551,0.3134772640428042,0.3011605193611388,0.3618233956728997,0.05112947658402203,0.36710743801652895,0.03685950413223141,0.09015348288075652,,0.7309791597750579,0.7826634095788055,0.7802751077229054,0.8119799720197387,,Colombia,170.0,COL,Colombia 2005,COL05,100.0,170.0,1702005.0,
59,38.0,382012.0,Colombia,2012.0,2010-2014,386.0,Latin America,0.41751395688222553,0.4668973641348224,0.8961771094104726,0.32126990330171407,0.19653848802175217,-1.7255262616090004,0.2420168910588364,0.4326519973457216,0.6921741556144958,0.3026895943562616,0.25847157542310384,0.13418000441209038,0.5344223452696737,0.35724597396867364,0.2909396536510046,0.5207732682782583,0.46252299816014714,0.43910135960982705,0.44002022707951155,0.4310760917111359,0.17222236695950177,0.6889108856443702,0.4550689375506883,0.6152695041583914,0.5874849033816443,0.7921314889186442,0.4909474598294523,0.47145930086353843,0.5612077941395228,0.041305796135909394,0.6419518125552547,0.25938784938785225,0.301490971753953,0.3380360967455466,0.14434129089301517,0.5843253968253969,0.0780071016422547,0.1784285714285709,0.6329877196852739,0.6684315023163417,0.7955467079554764,0.8255018751378794,0.8209141681364012,0.734107997265892,Colombia,170.0,COL,Colombia 2012,COL12,100.0,170.0,1702012.0,1.0
60,43.0,431996.0,Croatia,1996.0,1994-1999,433.0,Returned West,0.49525483375838913,0.5321042678444141,0.12879099488822443,0.5056169667194432,0.4923346203579726,0.9376213324105943,0.4846636999562812,0.384771058425063,0.5814750112233431,0.5298216276477145,0.42395968426934755,0.5614236467954058,0.4209104039548006,0.617297518330512,0.3330174242424276,,,,,,0.45260835631203683,,,,,,,,,0.2509191176470588,,,,,0.07408963585434172,0.35516372795969775,0.1098452883263011,0.12932076383853028,0.4001875293014535,0.6321548821548821,0.6095561210065049,0.5796787827557072,0.5758762117822538,0.7954091816367266,Croatia,191.0,HRV,Croatia 1996,HRV96,344.0,191.0,1911996.0,1.0
61,43.0,431999.0,Croatia,1999.0,1999-2004,434.0,Returned West,,0.41952515042792643,,0.4306319559136173,0.39194829037480494,,0.30851926598647095,0.49563178082191905,,,0.3219633578759473,0.46696153846153754,0.534285704225349,0.4014434404283803,0.360219334684232,,,,,,0.45260835631203683,,,,,,,,,0.20536635706914344,,,,,,,,,,,0.6716199482156959,0.642429435483874,0.6310041234815579,0.8454106280193237,Croatia,191.0,HRV,Croatia 1999,HRV99,344.0,191.0,1911999.0,
62,45.0,452006.0,Cyprus,2006.0,2005-2007,455.0,Old West,0.4436668697159437,0.5186108884648007,0.6064019802728534,0.3622281805157583,0.37689410549729824,-0.22000839170222355,0.40409900148714745,0.3299864864864875,0.6333841857506376,0.4057142857142864,0.41037972672386275,0.34327873288761457,0.35176401652367223,0.3444869343530903,0.3144893549412154,0.3398661567877629,0.5278706800445933,0.46579276472185666,0.4862641898632628,0.458102743781196,0.37584349821621077,0.8379009985128565,0.44060935336103035,0.6987405272707876,0.60989069298525,0.9030303030303071,0.6397331650733569,0.5518499105277745,0.37820105820105876,0.12825458052073288,0.7063865011142907,0.31529898218829705,0.2531340405014464,0.3601197518912909,0.0753891050583658,0.10261374636979671,0.11375404530744337,0.09393728222996509,0.5798346055979653,0.7735938989513823,0.7159788359788406,0.7477502383222118,0.7050793650793691,0.8393881453154876,Cyprus (1975-),196.0,CYP,Cyprus (1975-) 2006,CYP06,352.0,196.0,1962006.0,
